Column1.cantidad_Cargadores;Column1.cargadores.cantidad_Conectores;Column1.cargadores.conectores.cable;Column1.cargadores.conectores.carga;Column1.cargadores.conectores.identificadorConector;Column1.cargadores.conectores.potencia;Column1.cargadores.conectores.tipo;Column1.cargadores.identificadorCargador;Column1.cargadores.marca;Column1.cargadores.modelo;Column1.cargadores.potencia;Column1.cargadores.tieneCables;Column1.comuna;Column1.direccion;Column1.empresa_Dx;Column1.inscripcion;Column1.fecha;Column1.latitud;Column1.longitud;Column1.nombre;Column1.propietario;Column1.region;Column1.rut_Propietario;Column1.tipo_Instalacion;Column1.horario;año;mes;día
1;2;NO;AC;5987-2;21,78;AC-Tipo 2 (Menneke);6744-1;EFACEC;EFAPOWER EV-CW-G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Quilicura;Avenida Costanera Férrea frente al  0495;ENEL DISTRIBUCION CHILE S.A.;2312246;21/12/2020 17:57:25;-33,355609;-70,713156;Cargador Eléctrico Avenida Costanera Ferrea;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;21
1;1;NO;AC;5995-1;7,4;AC-Tipo 2 (Menneke);6749-1;JuiceBox;C;7,4;NO;Lo Barnechea;avenida raúl labbé 12931;ENEL DISTRIBUCION CHILE S.A.;2314332;24/12/2020 16:42:59;-33,366537;-70,516654;Autoplanet Lo Barnechea;Sociedad comercializadora;Metropolitana;76762740-8;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 08:00-22:00 hrs;2020;12;24
1;2;NO;AC;6009-1;21,78;AC-Tipo 2 (Menneke);6755-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Quilicura;Pasaje Dallas frente a  266;ENEL DISTRIBUCION CHILE S.A.;2312260;21/12/2020 18:49:29;-33,368544;-70,723889;Cargador Eléctrico Plaza Recsa;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;21
1;2;NO;AC;6009-2;21,78;AC-Tipo 2 (Menneke);6755-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Quilicura;Pasaje Dallas frente a  266;ENEL DISTRIBUCION CHILE S.A.;2312260;21/12/2020 18:49:29;-33,368544;-70,723889;Cargador Eléctrico Plaza Recsa;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;21
1;2;NO;AC;6011-1;21,78;AC-Tipo 2 (Menneke);6757-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Quilicura;San Ignacio  frente al  951;ENEL DISTRIBUCION CHILE S.A.;2312253;21/12/2020 18:10:12;-33,332247;-70,709839;Cargador Eléctrico Calle San Ignacio;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;21
1;2;NO;AC;6011-2;21,78;AC-Tipo 2 (Menneke);6757-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Quilicura;San Ignacio  frente al  951;ENEL DISTRIBUCION CHILE S.A.;2312253;21/12/2020 18:10:12;-33,332247;-70,709839;Cargador Eléctrico Calle San Ignacio;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;21
1;2;NO;AC;6013-1;21,78;AC-Tipo 2 (Menneke);6759-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Alhué;Esmeralda frente al  198;CGE;2312257;21/12/2020 18:47:15;-34,031431;-71,10103;Cargador Eléctrico Alhue;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;21
1;2;NO;AC;6013-2;21,78;AC-Tipo 2 (Menneke);6759-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Alhué;Esmeralda frente al  198;CGE;2312257;21/12/2020 18:47:15;-34,031431;-71,10103;Cargador Eléctrico Alhue;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;21
2;1;NO;AC;6014-1;7,4;AC-Tipo 2 (Menneke);6760-1;EVBOX;BUSINESSLINE B1322-8001;7,4;NO;Puente Alto;AVENIDA CAMILO HENRIQUEZ  3692;ENEL DISTRIBUCION CHILE S.A.;2313960;23/12/2020 18:27:21;-33,569257;-70,555831;SAVE MALL PLAZA TOBALABA;PLAZA TOBALABA SA;Metropolitana;96791560-2;Servicio de recarga Pública (BNUP);LUNES A DOMINGO DE 10.00 A 21.00HRS;2020;12;23
2;1;NO;AC;6014-1;7,4;AC-Tipo 2 (Menneke);6760-2;EVBOX;BUSINESSLINE B1322-8001;7,4;NO;Puente Alto;AVENIDA CAMILO HENRIQUEZ  3692;ENEL DISTRIBUCION CHILE S.A.;2313960;23/12/2020 18:27:21;-33,569257;-70,555831;SAVE MALL PLAZA TOBALABA;PLAZA TOBALABA SA;Metropolitana;96791560-2;Servicio de recarga Pública (BNUP);LUNES A DOMINGO DE 10.00 A 21.00HRS;2020;12;23
1;2;NO;AC;6015-1;21,78;AC-Tipo 2 (Menneke);6761-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;San José de Maipo;Uno Sur frente a  0151;CGE;2312263;21/12/2020 18:50:34;-33,640805;-70,354008;Cargador Eléctrico San Jose de Maipo;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;21
1;2;NO;AC;6015-2;21,78;AC-Tipo 2 (Menneke);6761-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;San José de Maipo;Uno Sur frente a  0151;CGE;2312263;21/12/2020 18:50:34;-33,640805;-70,354008;Cargador Eléctrico San Jose de Maipo;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;21
1;2;NO;AC;6066-1;21,78;AC-Tipo 2 (Menneke);6803-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Quinta Normal;Aviador Bleriot frente a 2215;ENEL DISTRIBUCION CHILE S.A.;2317264;31/12/2020 14:48:00;-33,422864;-70,692955;Cargador Eléctrico Aviador ;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;31
1;2;NO;AC;6066-2;21,78;AC-Tipo 2 (Menneke);6803-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Quinta Normal;Aviador Bleriot frente a 2215;ENEL DISTRIBUCION CHILE S.A.;2317264;31/12/2020 14:48:00;-33,422864;-70,692955;Cargador Eléctrico Aviador ;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;31
1;2;NO;AC;6107-1;21,78;AC-Tipo 2 (Menneke);6844-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Quinta Normal;Radal frente a  1693;ENEL DISTRIBUCION CHILE S.A.;2317194;30/12/2020 19:37:22;-33,427496;-70,703468;Cargador Eléctrico Radal;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;30
1;2;NO;AC;6107-2;21,78;AC-Tipo 2 (Menneke);6844-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Quinta Normal;Radal frente a  1693;ENEL DISTRIBUCION CHILE S.A.;2317194;30/12/2020 19:37:22;-33,427496;-70,703468;Cargador Eléctrico Radal;CORPORACION DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2020;12;30
2;1;SI;AC;6170-1;7,4;AC-Tipo 2 (Menneke);6928-1;EV-BOX;BUSSINESSLINE;7,4;SI;Arica;Avenida Diego Portales 640;CGE;2315894;29/12/2020 16:10:14;-18,469711;-70,308569;ELECTROLINERA MALL PLAZA ARICA;NUEVOS DESARROLLOS S.A.;Arica y Parinacota;76882330-8;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 09:00-21:00 hrs;2020;12;29
2;1;SI;AC;6170-1;7,4;AC-Tipo 2 (Menneke);6928-2;EV-BOX;BUSSINESSLINE;7,4;SI;Arica;Avenida Diego Portales 640;CGE;2315894;29/12/2020 16:10:14;-18,469711;-70,308569;ELECTROLINERA MALL PLAZA ARICA;NUEVOS DESARROLLOS S.A.;Arica y Parinacota;76882330-8;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 09:00-21:00 hrs;2020;12;29
1;2;NO;AC;6187-1;22;AC-Tipo 2 (Menneke);6944-1;EVBOX;PUBLICLINE ML3322-8301;44;NO;Arica;Santa Maria 2724;CGE;2318647;05/01/2021 08:34:26;-18,462788;-70,297616;Electrolinera Arica ;CGE S.A.;Arica y Parinacota;76411321-7;Servicio de recarga Pública (BNUP);Lunes A Viernes de 08:00 a 18:00 horas;2021;1;5
1;2;NO;AC;6187-2;22;AC-Tipo 2 (Menneke);6944-1;EVBOX;PUBLICLINE ML3322-8301;44;NO;Arica;Santa Maria 2724;CGE;2318647;05/01/2021 08:34:26;-18,462788;-70,297616;Electrolinera Arica ;CGE S.A.;Arica y Parinacota;76411321-7;Servicio de recarga Pública (BNUP);Lunes A Viernes de 08:00 a 18:00 horas;2021;1;5
1;2;NO;AC;6189-1;21,78;AC-Tipo 2 (Menneke);6963-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Curacaví;Williams Rebolledo frente al 1841;CGE;2325677;12/01/2021 18:21:24;-33,401887;-71,12889;Williams Rebolledo;CORPORACIÓN DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;1;12
1;2;NO;AC;6189-2;21,78;AC-Tipo 2 (Menneke);6963-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Curacaví;Williams Rebolledo frente al 1841;CGE;2325677;12/01/2021 18:21:24;-33,401887;-71,12889;Williams Rebolledo;CORPORACIÓN DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;1;12
1;2;NO;AC;6228-1;21,78;AC-Tipo 2 (Menneke);7005-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Curacaví;"Ambrosio O""Higgins frente a  1305";CGE;2333913;25/01/2021 13:43:09;-33,40542;-71,136802;"Ambrosio O""Higgins";CORPORACIÓN DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;1;25
1;2;NO;AC;6228-2;21,78;AC-Tipo 2 (Menneke);7005-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;Curacaví;"Ambrosio O""Higgins frente a  1305";CGE;2333913;25/01/2021 13:43:09;-33,40542;-71,136802;"Ambrosio O""Higgins";CORPORACIÓN DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;1;25
1;2;NO;AC;6229-1;21,78;AC-Tipo 2 (Menneke);7006-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;San Pedro;Avenida San Pedro frente a 46;CGE;2333963;25/01/2021 16:42:35;-33,897339;-71,45391;San Pedro;CORPORACIÓN DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;1;25
1;2;NO;AC;6229-2;21,78;AC-Tipo 2 (Menneke);7006-1;EFACEC;EFAPOWER EV-CW G2 CE GCCX 3F32ST2 3F32ST2;43,56;NO;San Pedro;Avenida San Pedro frente a 46;CGE;2333963;25/01/2021 16:42:35;-33,897339;-71,45391;San Pedro;CORPORACIÓN DE DESARROLLO TERR;Metropolitana;65125012-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;1;25
1;2;NO;AC;6288-1;7;AC-Tipo 2 (Menneke);7083-1;JuicePole;1.0;14;NO;Vina del Mar;Camino Padre Hurtado 750;CHILQUINTA;2328524;15/01/2021 17:02:14;-33,019476;-71,530273;UAI Viña Del Mar;Universidad Adolfo Ibañez ;Valparaíso;71543200-5;Servicio de recarga Pública (BNUP);LUNES A SÁBADO 9:00-22:00 hrs;2021;1;15
1;2;NO;AC;6288-2;7;AC-Tipo 2 (Menneke);7083-1;JuicePole;1.0;14;NO;Vina del Mar;Camino Padre Hurtado 750;CHILQUINTA;2328524;15/01/2021 17:02:14;-33,019476;-71,530273;UAI Viña Del Mar;Universidad Adolfo Ibañez ;Valparaíso;71543200-5;Servicio de recarga Pública (BNUP);LUNES A SÁBADO 9:00-22:00 hrs;2021;1;15
1;2;NO;AC;6313-1;22;AC-Tipo 2 (Menneke);7110-1;Circontrol;Post Evolve Smart;44;NO;Copiapó;Ruta C-17 46;;2328405;15/01/2021 15:05:48;-27,018359;-69,900137;Luz Del Norte;Parque Solar Fotovoltaico Luz ;Atacama;76319477-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 08:00-22:00 hrs;2021;1;15
1;2;NO;AC;6313-2;22;AC-Tipo 2 (Menneke);7110-1;Circontrol;Post Evolve Smart;44;NO;Copiapó;Ruta C-17 46;;2328405;15/01/2021 15:05:48;-27,018359;-69,900137;Luz Del Norte;Parque Solar Fotovoltaico Luz ;Atacama;76319477-9;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 08:00-22:00 hrs;2021;1;15
2;1;NO;AC;6334-1;7,4;AC-Tipo 2 (Menneke);7143-1;EV-BOX ;Business Line;7,4;NO;Estación Central;Avenida Libertador Bernardo O´Higgins 3470;ENEL DISTRIBUCION CHILE S.A.;2334633;26/01/2021 17:13:38;-33,452731;-70,682243;ESTACIÓN DE CARGA PARA VEHÍCULOS PLAZA ALAMEDA;Nuevos Desarrollos S.A;Metropolitana;76882330-8;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 08:00-22:00 hrs;2021;1;26
2;1;NO;AC;6335-1;7,4;AC-Tipo 2 (Menneke);7144-1;EV BOX;Business Line;7,4;NO;Estación Central;Avenida Libertador Bernardo O´Higgins 3470;ENEL DISTRIBUCION CHILE S.A.;2334633;26/01/2021 17:13:38;-33,452731;-70,682243;ESTACIÓN DE CARGA PARA VEHÍCULOS PLAZA ALAMEDA;Nuevos Desarrollos S.A;Metropolitana;76882330-8;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 08:00-22:00 hrs;2021;1;26
1;2;NO;AC;6400-1;22;AC-Tipo 2 (Menneke);7210-1;INGETEAM;FUSION STREET FS3MW;44;NO;Paillaco;Arturo Prat  750;SAESA;2350651;23/02/2021 07:31:32;-40,071174;-72,873363;Proyecto Paillaco cargadores SAESA;SOCIEDAD AUSTRAL DE ELECTRICID;De los Ríos;76073162-5;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;23
1;2;NO;AC;6400-2;22;AC-Tipo 2 (Menneke);7210-1;INGETEAM;FUSION STREET FS3MW;44;NO;Paillaco;Arturo Prat  750;SAESA;2350651;23/02/2021 07:31:32;-40,071174;-72,873363;Proyecto Paillaco cargadores SAESA;SOCIEDAD AUSTRAL DE ELECTRICID;De los Ríos;76073162-5;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;23
1;2;NO;AC;6471-1;22;AC-Tipo 2 (Menneke);7327-1;EFACEC;EV-CW-G2 CE GCCX 3F32ST2 3F32ST2 ;44;NO;Isla de Maipo;SANTELICES 145;CGE;2344422;11/02/2021 18:29:06;-33,755829;-70,897789;Cargador Urbano Santelices;COMPAÑIA DE PETROLEOS DE CHILE;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);Lunes a Domingo las 24:00 hrs;2021;2;11
1;2;NO;AC;6471-2;22;AC-Tipo 2 (Menneke);7327-1;EFACEC;EV-CW-G2 CE GCCX 3F32ST2 3F32ST2 ;44;NO;Isla de Maipo;SANTELICES 145;CGE;2344422;11/02/2021 18:29:06;-33,755829;-70,897789;Cargador Urbano Santelices;COMPAÑIA DE PETROLEOS DE CHILE;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);Lunes a Domingo las 24:00 hrs;2021;2;11
2;1;NO;AC;6468-1;7,4;AC-Tipo 2 (Menneke);7323-1;Juicebox;C;7,4;NO;Las Condes;Avenida Las Condes  10462;ENEL DISTRIBUCION CHILE S.A.;2339840;04/02/2021 14:25:02;-33,382631;-70,533396;Autoplanet Las Condes;Sociedad comercializadora de r;Metropolitana;76762740-8;Servicio de recarga Pública (BNUP);Lunes a Sábado de 09 a 20Hrs.;2021;2;4
2;1;NO;AC;6468-1;7,4;AC-Tipo 2 (Menneke);7323-2;Juicebox;C;7,4;NO;Las Condes;Avenida Las Condes  10462;ENEL DISTRIBUCION CHILE S.A.;2339840;04/02/2021 14:25:02;-33,382631;-70,533396;Autoplanet Las Condes;Sociedad comercializadora de r;Metropolitana;76762740-8;Servicio de recarga Pública (BNUP);Lunes a Sábado de 09 a 20Hrs.;2021;2;4
1;1;NO;AC;6495-1;7,4;AC-Tipo 2 (Menneke);7348-1;Juicebox;C;7,4;NO;Lo Barnechea;avenida raúl labbé 12931;ENEL DISTRIBUCION CHILE S.A.;2345415;12/02/2021 21:48:37;-33,363873;-70,512677;Autoplanet Lo Barnechea 2do;Sociedad comercializadora;Metropolitana;76762740-8;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 08:00-22:00 hrs;2021;2;12
1;2;SI;AC;6546-1;11;AC-Tipo 2 (Menneke);7403-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;21,78;SI;Nunoa;SAN EUGENIO  1602;ENEL DISTRIBUCION CHILE S.A.;2342331;09/02/2021 16:49:33;-33,466987;-70,623053;COPEC SAN EUGENIO - ÑUÑOA;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
1;2;SI;AC;6546-2;11;AC-Tipo 2 (Menneke);7403-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;21,78;SI;Nunoa;SAN EUGENIO  1602;ENEL DISTRIBUCION CHILE S.A.;2342331;09/02/2021 16:49:33;-33,466987;-70,623053;COPEC SAN EUGENIO - ÑUÑOA;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
1;2;SI;AC;6547-1;22;AC-Tipo 2 (Menneke);7404-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;43,56;SI;Puente Alto;CAMILO HENRIQUEZ 4583;CGE;2342328;09/02/2021 16:48:30;-33,557841;-70,559313;COPEC CAMILO HENRIQUEZ - PUENTE ALTO;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
1;2;SI;AC;6547-2;22;AC-Tipo 2 (Menneke);7404-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;43,56;SI;Puente Alto;CAMILO HENRIQUEZ 4583;CGE;2342328;09/02/2021 16:48:30;-33,557841;-70,559313;COPEC CAMILO HENRIQUEZ - PUENTE ALTO;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
1;2;SI;AC;6548-1;11;AC-Tipo 2 (Menneke);7405-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;21,78;SI;Las Condes;SAN RAMON 2701;ENEL DISTRIBUCION CHILE S.A.;2342326;09/02/2021 16:45:57;-33,40754;-70,511137;COPEC SAN RAMON - LAS CONDES;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
1;2;SI;AC;6548-2;11;AC-Tipo 2 (Menneke);7405-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;21,78;SI;Las Condes;SAN RAMON 2701;ENEL DISTRIBUCION CHILE S.A.;2342326;09/02/2021 16:45:57;-33,40754;-70,511137;COPEC SAN RAMON - LAS CONDES;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
1;2;SI;AC;6549-1;22;AC-Tipo 2 (Menneke);7406-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;43,56;SI;Las Condes;AV. LAS CONDES 12145;ENEL DISTRIBUCION CHILE S.A.;2342324;09/02/2021 16:44:53;-33,374181;-70,519797;COPEC  CANTA GALLO - LAS CONDES;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
1;2;SI;AC;6549-2;22;AC-Tipo 2 (Menneke);7406-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;43,56;SI;Las Condes;AV. LAS CONDES 12145;ENEL DISTRIBUCION CHILE S.A.;2342324;09/02/2021 16:44:53;-33,374181;-70,519797;COPEC  CANTA GALLO - LAS CONDES;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
1;2;SI;AC;6550-1;22;AC-Tipo 2 (Menneke);7407-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;43,56;SI;Huechuraba;AV. PEDRO FONTOVA  6789;ENEL DISTRIBUCION CHILE S.A.;2342321;09/02/2021 16:43:52;-33,36017;-70,66956;COPEC PEDRO FONTOVA - HUECHURABA;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
1;2;SI;AC;6550-2;22;AC-Tipo 2 (Menneke);7407-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;43,56;SI;Huechuraba;AV. PEDRO FONTOVA  6789;ENEL DISTRIBUCION CHILE S.A.;2342321;09/02/2021 16:43:52;-33,36017;-70,66956;COPEC PEDRO FONTOVA - HUECHURABA;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
1;2;SI;AC;6551-1;22;AC-Tipo 2 (Menneke);7408-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;43,56;SI;Colina;AV. CHAMISERO 10410;ENEL DISTRIBUCION CHILE S.A.;2342315;09/02/2021 16:41:05;-33,306882;-70,663354;COPEC CHAMISERO - COLINA;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
1;2;SI;AC;6551-2;22;AC-Tipo 2 (Menneke);7408-1;EFACEC;EV-CW-G2 CE GCCX 1F32ST2 1F32ST2;43,56;SI;Colina;AV. CHAMISERO 10410;ENEL DISTRIBUCION CHILE S.A.;2342315;09/02/2021 16:41:05;-33,306882;-70,663354;COPEC CHAMISERO - COLINA;COMPANIA DE PETROLEOS COPEC;Metropolitana;99520000-7;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;2;9
2;1;NO;AC;6568-1;7,4;AC-Tipo 2 (Menneke);7424-1;Ev Box;Bussines line;7,4;NO;Los Ángeles;Valdivia 440;CGE;2345386;12/02/2021 18:09:10;-37,46803;-72,352794;Electrolinera Mall Plaza Los Angeles;Plaza del Trebol Sa.;Biobío;96653660-8;Servicio de recarga Pública (BNUP);LUNES A VIERNES  9:00-22:00 hrs;2021;2;12
2;1;NO;AC;6568-1;7,4;AC-Tipo 2 (Menneke);7424-2;Ev Box;Bussines line;7,4;NO;Los Ángeles;Valdivia 440;CGE;2345386;12/02/2021 18:09:10;-37,46803;-72,352794;Electrolinera Mall Plaza Los Angeles;Plaza del Trebol Sa.;Biobío;96653660-8;Servicio de recarga Pública (BNUP);LUNES A VIERNES  9:00-22:00 hrs;2021;2;12
1;2;NO;AC;6766-1;22;AC-Tipo 2 (Menneke);7623-1;INGETEAM;FUSION STREET;44;NO;Puyehue;Entre Lagos 0000;LUZ OSORNO;2357449;04/03/2021 16:50:14;-40,683463;-72,604232;PUYEHUE BNUP SAESA;SOCIEDAD AUSTRAL DE ELECTRICID;Los Lagos;76073162-5;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;3;4
1;2;NO;AC;6766-2;22;AC-Tipo 2 (Menneke);7623-1;INGETEAM;FUSION STREET;44;NO;Puyehue;Entre Lagos 0000;LUZ OSORNO;2357449;04/03/2021 16:50:14;-40,683463;-72,604232;PUYEHUE BNUP SAESA;SOCIEDAD AUSTRAL DE ELECTRICID;Los Lagos;76073162-5;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;3;4
1;2;NO;AC;6767-1;22;AC-Tipo 2 (Menneke);7624-1;INGETEAM;FUSION STREET FS3MW;44;NO;Loncoche;Ignacio Serrano  340;SAESA;2357457;04/03/2021 16:56:42;-39,37022;-72,62958;Proyecto Loncoche cargadores SAESA;SOCIEDAD AUSTRAL DE ELECTRICID;La Araucanía;76073162-5;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;3;4
1;2;NO;AC;6767-2;22;AC-Tipo 2 (Menneke);7624-1;INGETEAM;FUSION STREET FS3MW;44;NO;Loncoche;Ignacio Serrano  340;SAESA;2357457;04/03/2021 16:56:42;-39,37022;-72,62958;Proyecto Loncoche cargadores SAESA;SOCIEDAD AUSTRAL DE ELECTRICID;La Araucanía;76073162-5;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;3;4
1;2;NO;AC;6768-1;22;AC-Tipo 2 (Menneke);7625-1;INGETEAM;FUSION STREET FS3MW;44;NO;Castro;Gamboa 0000;SAESA;2357456;04/03/2021 16:55:03;-42,481806;-73,768076;CASTRO BNUP SAESA;SOCIEDAD AUSTRAL DE ELECTRICID;Los Lagos;76073162-5;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;3;4
1;2;NO;AC;6768-2;22;AC-Tipo 2 (Menneke);7625-1;INGETEAM;FUSION STREET FS3MW;44;NO;Castro;Gamboa 0000;SAESA;2357456;04/03/2021 16:55:03;-42,481806;-73,768076;CASTRO BNUP SAESA;SOCIEDAD AUSTRAL DE ELECTRICID;Los Lagos;76073162-5;Servicio de recarga Pública (BNUP);LUNES A DOMINGO 24 hrs;2021;3;4
